f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,class
52,113,269,94,52,98,141,42,1879,42261,63965,28495,61779,63888,65928,1694,253567,6,7,791,4,394,419,178,202,89,2,2,label-4
52,122,254,83,52,314,960,263,224,57347,98880,34640,10493,76762,104868,27068,688175,6,13,1587,9,2830,903,2354,202,153,6,7,label-4
52,113,269,94,52,98,141,42,206,41530,62684,29213,62075,62471,62922,347,249184,6,7,791,4,394,419,178,202,89,2,2,label-4
52,122,254,83,52,344,960,257,202,58925,101920,35982,7949,78658,107550,28834,707106,6,13,1587,9,3102,903,2626,202,153,6,7,label-4
52,113,269,94,52,98,141,42,247,42479,64353,29296,62627,64319,66237,1482,254876,6,7,791,4,394,419,178,202,89,2,2,label-4
52,123,254,84,52,342,960,256,1458,50885,91216,29010,8930,68596,106198,26622,610630,6,13,1603,9,3086,919,2610,202,153,6,7,label-4
52,113,269,94,52,98,141,42,1625,42464,65024,28746,62001,64337,66492,1837,254785,6,7,791,4,394,419,178,202,89,2,2,label-4
52,120,254,82,52,348,976,261,2104,58798,99165,35143,8567,78789,107747,28389,705585,6,13,1571,9,3134,887,2658,202,153,6,7,label-4
52,113,269,94,52,98,141,42,210,42388,68607,29915,62731,64235,66831,1843,254332,6,7,791,4,394,419,178,202,89,2,2,label-4
52,118,254,83,52,313,960,258,229,75446,287254,69754,8193,100641,287260,71153,980800,6,14,1655,10,3138,919,2610,202,153,6,7,label-4
52,113,269,94,52,98,141,42,177,49681,75057,34495,73620,74897,75832,934,298089,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,247,429,156,134,51693,104613,35951,8850,73597,111186,31270,516938,6,11,1273,7,1729,693,1357,202,153,4,5,label-4
52,113,269,94,52,98,141,42,213,52119,82052,35301,74983,79118,86526,5250,312719,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,1303,50508,93487,32927,8860,71794,108176,30243,505083,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,223,41346,62075,28252,61078,62393,63894,1157,248079,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,3043,44713,83636,26055,8709,64313,112253,30118,447137,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,2175,49987,74263,33797,73884,75420,76366,1096,299927,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,2717,50442,92745,32526,9273,71585,106703,29768,504421,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,115,254,87,52,205,413,140,1432,50588,91398,32557,10370,71805,105698,29308,505884,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,242,42155,64614,29502,61579,62786,63510,859,252931,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,200,43260,79195,27158,9165,61547,108950,28926,432604,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,285,41891,64197,29428,62441,63164,64492,940,251346,6,7,791,4,394,419,178,202,89,2,2,label-4
52,132,254,82,52,254,976,261,1263,549656,5099926,1386931,18320,594114,5099928,1442533,6595873,6,13,1724,12,3050,1040,2418,202,153,7,7,label-4
52,113,269,94,52,98,141,42,1515,51060,78588,34814,74577,77162,80795,2644,306365,6,7,791,4,394,419,178,202,89,2,2,label-4
52,122,254,83,52,292,960,259,1446,75710,288064,72599,10158,83351,170814,43331,908525,6,13,1587,11,3222,903,2642,202,153,6,7,label-4
52,113,269,94,52,98,141,42,262,41254,61935,28330,60926,62164,63347,989,247524,6,7,791,4,394,419,178,202,89,2,2,label-4
52,123,254,84,52,342,960,256,134,50205,85635,29592,12464,67812,110766,26437,602467,6,13,1603,9,3086,919,2610,202,153,6,7,label-4
52,113,269,94,52,98,141,42,218,50622,76445,35596,75647,76208,76685,428,303734,6,7,791,4,394,419,178,202,89,2,2,label-4
52,122,254,83,52,348,976,261,151,50660,86874,28201,10304,68320,114152,27023,607923,6,13,1587,9,3134,903,2658,202,153,6,7,label-4
52,113,269,94,52,98,141,42,183,50480,75572,35175,75631,75884,76248,263,302881,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,265,43425,75046,27069,8495,62174,103159,28056,434259,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,144,50650,76859,34841,74585,76495,79404,2090,303904,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,2808,43272,75186,25485,8974,62008,105175,28069,432722,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,1799,51189,76422,34826,75371,77006,78512,1285,307139,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,1675,43220,78748,26529,12238,61962,102614,26499,432205,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,271,42484,67905,29628,62731,64466,65605,1246,254906,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,171,413,139,193,54810,146863,45542,10434,60929,107302,27046,548100,6,11,1273,9,1545,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,1498,41827,62447,28283,61486,63168,64521,1260,250965,6,7,791,4,394,419,178,202,89,2,2,label-4
52,113,269,94,52,98,141,42,1025,41916,63039,28408,61298,63482,65552,1738,251499,6,7,791,4,394,419,178,202,89,2,2,label-4
52,122,254,83,52,315,960,259,3006,63386,139312,40748,10691,76284,122982,36947,760638,6,13,1587,10,3154,903,2626,202,153,6,7,label-4
52,113,269,94,52,98,141,42,240,41299,62194,28445,61386,62306,63091,702,247798,6,7,791,4,394,419,178,202,89,2,2,label-4
52,120,254,82,52,348,960,257,3194,58872,108932,35568,8429,78918,108536,28912,706465,6,13,1571,9,3134,887,2658,202,153,6,7,label-4
52,113,269,94,52,98,141,42,2330,51280,77771,34530,75306,77714,80427,2101,307681,6,7,791,4,394,419,178,202,89,2,2,label-4
52,113,269,94,52,98,141,42,327,41502,62533,28351,61592,62741,63695,869,249013,6,7,791,4,394,419,178,202,89,2,2,label-4
52,117,254,82,52,292,960,259,571,54970,96209,35200,4334,64059,109384,34918,714610,6,14,1639,11,3222,903,2642,202,153,6,7,label-4
52,115,254,87,52,244,413,153,1290,50354,94898,33728,7170,71385,103200,30110,503541,6,11,1273,7,1713,693,1341,202,153,4,5,label-4
52,132,269,101,52,98,141,42,325,78569,296016,92422,61793,162789,364404,142563,549983,6,8,1060,4,394,636,178,202,89,3,2,label-4
52,115,254,87,52,186,413,140,115,48882,108447,34658,4280,61014,120901,40246,488828,6,11,1273,8,1493,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,165,42517,66001,29911,62083,64307,66140,1679,255104,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,137,46184,88307,29250,7772,66628,107463,30707,461842,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,1425,42560,67874,28709,62724,64817,66833,1678,255360,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,762,54262,113325,37562,8521,77892,124351,35102,542622,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,221,43118,67902,29500,65001,65739,66357,560,258710,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,1104,51681,95628,33986,7162,73549,108946,31536,516815,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,110,254,85,52,159,413,136,180,49532,87660,32433,4791,52201,108670,33725,544856,6,12,1325,10,1597,693,1069,202,153,4,5,label-4
52,122,254,83,52,248,960,254,1782,67047,171320,52935,24616,67490,114613,25516,804566,6,13,1587,12,2986,903,2354,202,153,6,7,label-4
52,122,254,83,52,348,976,261,132,49884,83710,28465,8161,67190,108871,26765,598617,6,13,1587,9,3134,903,2658,202,153,6,7,label-4
52,113,269,94,52,98,141,42,243,41875,63761,29428,61487,63126,64010,1160,251250,6,7,791,4,394,419,178,202,89,2,2,label-4
52,113,269,94,52,98,141,42,1633,51397,78494,35007,75084,77800,80706,2299,308387,6,7,791,4,394,419,178,202,89,2,2,label-4
52,122,254,83,52,346,976,261,2124,52055,96897,30373,9402,70397,123460,29931,624660,6,13,1587,9,3118,903,2642,202,153,6,7,label-4
52,123,254,84,52,344,960,257,131,56826,94511,34417,16504,75973,102744,24436,681914,6,13,1603,9,3102,919,2626,202,153,6,7,label-4
52,113,269,94,52,98,141,42,298,41283,62389,28550,60882,62223,63076,960,247699,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,247,429,156,1323,53417,98403,35400,8894,76474,106542,31886,534173,6,11,1273,7,1729,693,1357,202,153,4,5,label-4
52,113,269,94,52,98,141,42,230,51549,81044,35104,78030,78231,78537,219,309294,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,1101,43369,75757,26374,7910,62000,101989,27713,433697,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,2491,42519,63885,28168,64575,64752,65074,228,255115,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,1260,43308,77557,27264,15618,62215,106869,26698,433082,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,532,41907,63875,28537,62011,63449,64292,1021,251447,6,7,791,4,394,419,178,202,89,2,2,label-4
52,113,269,94,52,98,141,42,1596,42044,63906,28579,63165,63755,64225,441,252266,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,209,46863,92480,32259,7615,67994,94060,29957,468637,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,2302,42890,63886,27600,62571,65299,68425,2406,257345,6,7,791,4,394,419,178,202,89,2,2,label-4
52,120,254,82,52,316,976,267,194,49465,85173,28007,8782,66488,102668,25342,593580,6,13,1571,9,2846,887,2370,202,153,6,7,label-4
52,113,269,94,52,98,141,42,233,51799,78730,35356,74933,78560,82219,2974,310797,6,7,791,4,394,419,178,202,89,2,2,label-4
52,122,254,83,52,342,960,256,1418,49731,84867,28044,8233,66962,110537,26973,596773,6,13,1587,9,3086,903,2610,202,153,6,7,label-4
52,113,269,94,52,98,141,42,255,42121,65409,29324,62557,63706,65464,1262,252730,6,7,791,4,394,419,178,202,89,2,2,label-4
52,122,254,83,52,294,976,262,240,76336,288783,73284,13714,84080,166606,41747,916043,6,13,1587,11,3238,903,2658,202,153,6,7,label-4
52,117,254,82,52,346,960,257,181,54743,104402,38501,19692,79601,103985,24407,711664,6,14,1639,9,3118,903,2642,202,153,6,7,label-4
52,113,269,94,52,98,141,42,2034,41274,61148,27430,60181,62314,63578,1516,247649,6,7,791,4,394,419,178,202,89,2,2,label-4
52,112,254,80,52,239,960,241,127,58499,151079,49979,7466,54077,103001,30951,818990,6,15,1691,15,3599,903,2811,202,153,6,8,label-4
52,113,269,94,52,98,141,42,2239,51659,77784,34701,77686,78167,79023,606,309958,6,7,791,4,394,419,178,202,89,2,2,label-4
52,113,269,94,52,98,141,42,1983,41980,63852,27726,62643,63898,65695,1303,251882,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,1251,43592,76393,26765,7979,62343,99726,27287,435922,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,323,41837,63600,28832,61833,63151,65436,1621,251027,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,227,49791,90151,32992,9009,70579,105562,29563,497914,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,291,51239,79652,36041,76987,77510,77973,404,307435,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,1170,44096,83897,26847,7350,63210,111151,30138,440966,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,334,52619,83532,35837,77183,79918,82579,2203,315719,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,846,50539,93973,33569,8821,71722,109613,30513,505398,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,122,254,83,52,314,960,263,2637,51015,84839,28440,7695,68873,103610,26396,612187,6,13,1587,9,2830,903,2354,202,153,6,7,label-4
52,113,269,94,52,98,141,42,1167,54324,90956,37476,76823,83463,93434,7178,325946,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,81,52,258,960,255,572,76930,266088,71510,8774,78214,203544,47833,1000095,6,14,1623,13,3358,887,2674,202,153,6,7,label-4
52,113,269,94,52,98,141,42,252,50611,76611,35583,75770,76231,76819,437,303668,6,7,791,4,394,419,178,202,89,2,2,label-4
52,113,269,94,52,98,141,42,1159,41737,62906,28673,61554,63133,64147,1131,250425,6,7,791,4,394,419,178,202,89,2,2,label-4
52,123,254,84,52,344,960,257,2787,58869,105543,34962,8154,79009,107764,29181,706429,6,13,1603,9,3102,919,2626,202,153,6,7,label-4
52,113,269,94,52,98,141,42,333,51425,79892,35699,77445,77648,77908,193,308554,6,7,791,4,394,419,178,202,89,2,2,label-4
52,122,254,83,52,348,976,261,1880,58544,102190,35198,8890,78565,107774,28739,702534,6,13,1587,9,3134,903,2658,202,153,6,7,label-4
52,113,269,94,52,98,141,42,195,50313,76295,35422,75011,75626,76419,588,301883,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,247,429,156,210,50677,95857,33962,9133,71884,110051,30471,506771,6,11,1273,7,1729,693,1357,202,153,4,5,label-4
52,100,269,86,52,107,141,41,2415,76190,290170,87553,77872,133467,291960,91523,609522,6,9,907,5,535,419,267,202,89,2,3,label-4
52,115,254,87,52,205,413,140,4154,44440,77121,26748,12006,63758,89451,24492,444408,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,301,51760,82852,35201,74505,78671,83009,3473,310563,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,125,50823,98445,34462,9627,72136,109425,30240,508236,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,115,254,87,52,205,413,140,143,49667,91062,32211,8189,70469,104260,29606,496674,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,288,41727,63153,29034,62032,62777,63445,579,250362,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,1304,50565,95610,34447,10948,71547,94410,27759,505659,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,246,41986,63404,29226,62560,63324,64268,708,251916,6,7,791,4,394,419,178,202,89,2,2,label-4
52,123,254,84,52,314,960,263,208,49761,84498,27968,9520,67154,103583,25499,597139,6,13,1603,9,2830,919,2354,202,153,6,7,label-4
52,113,269,94,52,98,141,42,341,42210,64150,28874,62417,63969,66179,1604,253261,6,7,791,4,394,419,178,202,89,2,2,label-4
52,120,254,82,52,350,976,261,137,49638,81460,28767,14700,66806,102933,23590,595667,6,13,1571,9,3150,887,2674,202,153,6,7,label-4
52,113,269,94,52,98,141,42,193,41595,62626,29068,61708,62472,63324,662,249570,6,7,791,4,394,419,178,202,89,2,2,label-4
52,120,254,82,52,344,960,257,2188,58191,97365,35065,10420,77914,99765,26500,698292,6,13,1571,9,3102,887,2626,202,153,6,7,label-4
52,113,269,94,52,98,141,42,171,41598,63941,29233,62146,62723,63594,626,249591,6,7,791,4,394,419,178,202,89,2,2,label-4
52,120,254,82,52,342,960,256,2953,52071,96103,30240,8179,70500,117656,28964,624861,6,13,1571,9,3086,887,2610,202,153,6,7,label-4
52,113,269,94,52,98,141,42,249,50788,77670,35316,75192,76563,77788,1064,304733,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,244,413,153,211,43316,93093,35219,34987,62048,83252,14191,433162,6,11,1273,7,1713,693,1341,202,153,4,5,label-4
52,113,269,94,52,98,141,42,273,51619,79318,36031,77519,77845,78493,458,309715,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,171,413,139,242,46636,114167,32943,5507,50667,130086,39011,466365,6,11,1273,9,1545,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,1178,42317,63308,28962,62844,63886,64482,739,253906,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,3594,44447,79145,26370,7128,63932,99949,28302,444475,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,115,254,87,52,205,413,140,130,51773,112303,35945,8638,73884,127684,34669,517732,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,115,254,87,52,205,413,140,245,49906,89408,31630,8644,70917,103605,29449,499065,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,275,41723,63979,28326,61244,63159,64897,1496,250343,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,228,43356,78142,28290,17223,62023,106161,26028,433569,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,220,41622,63292,28660,61277,62595,65146,1804,249735,6,7,791,4,394,419,178,202,89,2,2,label-4
52,117,254,82,52,266,960,258,186,60193,146394,43760,5973,70355,118007,35317,782514,6,14,1639,11,2934,903,2354,202,153,6,7,label-4
52,120,254,82,52,348,960,257,1145,52324,91596,30714,6831,70694,101538,26493,627896,6,13,1571,9,3134,887,2658,202,153,6,7,label-4
52,113,269,94,52,98,141,42,901,41766,64003,28541,63026,63410,63606,272,250597,6,7,791,4,394,419,178,202,89,2,2,label-4
52,122,254,83,52,344,960,257,1065,51159,94264,29150,9802,69090,107781,26965,613919,6,13,1587,9,3102,903,2626,202,153,6,7,label-4
52,113,269,94,52,98,141,42,253,50157,76430,35267,75110,75650,76612,681,300943,6,7,791,4,394,419,178,202,89,2,2,label-4
52,122,254,83,52,317,960,259,127,53265,118140,33495,8484,64091,108492,31903,639182,6,13,1587,10,3170,903,2642,202,153,6,7,label-4
52,113,269,94,52,98,141,42,246,51262,79944,35891,77369,77629,77765,184,307573,6,7,791,4,394,419,178,202,89,2,2,label-4
52,122,254,83,52,344,960,257,1520,52191,101541,31144,12054,70490,113984,28721,626303,6,13,1587,9,3102,903,2626,202,153,6,7,label-4
52,113,269,94,52,98,141,42,250,50057,75926,34690,74496,75350,76627,919,300344,6,7,791,4,394,419,178,202,89,2,2,label-4
52,110,254,85,52,242,413,151,139,46114,99916,36737,7435,72138,99913,30331,507264,6,12,1325,7,1697,693,1325,202,153,4,5,label-4
52,115,254,87,52,205,413,140,1299,51519,97507,33806,4780,73378,110760,32723,515190,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,221,41879,64452,29465,61059,62977,64722,1500,251274,6,7,791,4,394,419,178,202,89,2,2,label-4
52,113,269,94,52,98,141,42,363,52908,81456,35751,76430,80332,85976,4087,317452,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,219,50474,95125,33796,9997,71536,110522,30137,504742,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,323,53514,90700,37178,79566,81873,84018,1821,321089,6,7,791,4,394,419,178,202,89,2,2,label-4
52,113,269,94,52,98,141,42,321,42492,64890,28673,61095,64399,66971,2454,254957,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,1296,43244,75834,26296,8187,62052,103831,27989,432444,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,122,254,83,52,314,960,263,223,50118,89274,29200,10733,67441,107886,26180,601424,6,13,1587,9,2830,903,2354,202,153,6,7,label-4
52,113,269,94,52,98,141,42,3030,42837,63963,27361,63527,65385,66868,1389,257022,6,7,791,4,394,419,178,202,89,2,2,label-4
52,120,254,82,52,346,960,257,3029,59300,109117,35796,11311,79511,109401,28032,711602,6,13,1571,9,3118,887,2642,202,153,6,7,label-4
52,113,269,94,52,98,141,42,366,53244,84621,36306,77171,81141,88440,5167,319466,6,7,791,4,394,419,178,202,89,2,2,label-4
52,120,254,82,52,342,960,256,1116,58819,107048,35224,7909,78786,111255,29527,705829,6,13,1571,9,3086,887,2610,202,153,6,7,label-4
52,113,269,94,52,98,141,42,2633,52213,82069,35124,77616,79459,82272,2020,313282,6,7,791,4,394,419,178,202,89,2,2,label-4
52,122,254,83,52,342,960,256,2875,51776,90449,28727,7804,69957,104452,26708,621319,6,13,1587,9,3086,903,2610,202,153,6,7,label-4
52,113,269,94,52,98,141,42,314,42294,66813,28378,61268,64318,66363,2198,253766,6,7,791,4,394,419,178,202,89,2,2,label-4
52,113,269,94,52,98,141,42,2684,51328,75667,34144,75233,77447,78808,1579,307973,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,244,413,153,1616,51748,98778,34617,14894,73931,112540,29492,517482,6,11,1273,7,1713,693,1341,202,153,4,5,label-4
52,113,269,94,52,98,141,42,1557,42042,63854,28330,63224,63732,64698,683,252255,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,221,42914,75630,24562,9512,61545,99503,26758,429147,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,294,52029,79724,34925,74630,79191,84921,4281,312178,6,7,791,4,394,419,178,202,89,2,2,label-4
52,113,269,94,52,98,141,42,320,50285,75266,34430,74552,75815,78189,1679,301713,6,7,791,4,394,419,178,202,89,2,2,label-4
52,110,254,85,52,171,413,139,379,61244,214609,62297,11415,74879,115104,29798,673691,6,12,1325,9,1545,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,325,50762,77426,34147,75062,76870,78963,1605,304572,6,7,791,4,394,419,178,202,89,2,2,label-4
52,115,254,87,52,205,413,140,259,43116,77798,27178,12929,61575,102860,26120,431167,6,11,1273,7,1441,693,1069,202,153,4,5,label-4
52,113,269,94,52,98,141,42,443,41864,64301,29096,62148,63398,64384,931,251184,6,7,791,4,394,419,178,202,89,2,2,label-4
